Row.names	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	Country
ICARDA_G0986	2	1	2	2	5	4	5	5	2	7	2	Germany
ICARDA_G1003	1	2	4	3	2	3	8	3	5	1	1	Iran
ICARDA_G1004	1	2	4	3	2	3	8	3	5	1	1	Iran
ICARDA_G1005	1	2	4	3	2	3	8	3	5	1	1	India
ICARDA_G1008	2	1	2	2	1	6	3	6	10	2	9	Brazil
ICARDA_G1012	2	1	2	2	1	6	3	6	10	2	9	United States
ICARDA_G1018	2	1	2	2	1	6	3	6	10	2	9	Germany
ICARDA_G1021	2	1	2	2	1	6	3	6	10	2	9	Germany
ICARDA_G1022	2	1	2	2	1	6	6	4	3	5	9	Turkey
ICARDA_G1026	2	1	2	2	1	6	3	6	10	2	9	Canada
ICARDA_G1029	2	1	2	4	6	2	4	8	6	11	7	Iran
ICARDA_G1035	2	1	2	2	1	6	3	6	10	2	9	Germany
ICARDA_G1038	2	1	2	2	1	6	3	6	10	2	9	France
ICARDA_G1044	2	1	2	2	1	6	3	6	10	2	9	United Kingdom
ICARDA_G1047	2	1	2	2	1	6	3	6	10	2	9	United Kingdom
ICARDA_G1051	1	2	1	5	4	1	1	9	9	8	12	United States
ICARDA_G1058	1	2	4	3	2	3	8	3	5	1	1	Turkey
ICARDA_G1059	1	2	1	5	5	4	5	5	2	7	2	Canada
ICARDA_G1064	1	2	4	3	2	3	8	3	5	1	1	Russia
ICARDA_G1065	1	2	1	5	5	4	5	5	2	7	8	Australia
ICARDA_G1066	2	1	2	2	1	6	3	6	10	2	9	Australia
ICARDA_G1068	2	1	2	4	6	2	4	8	6	11	7	China
ICARDA_G1069	2	1	2	2	1	6	3	6	10	2	9	Russia
ICARDA_G1077	1	2	1	5	5	4	5	5	2	7	2	Australia
ICARDA_G1081	1	2	1	5	5	4	5	5	4	7	11	Russia
ICARDA_G1083	1	2	4	3	2	3	8	3	5	1	1	Canada
ICARDA_G1085	1	2	1	5	5	4	6	4	3	5	6	Australia
ICARDA_G1087	2	1	2	4	6	7	7	1	7	4	5	India
ICARDA_G1092	2	1	2	4	6	7	7	1	7	4	5	Canada
ICARDA_G1094	2	1	2	4	6	7	7	1	7	4	5	Iran
ICARDA_G1096	2	1	2	4	6	7	7	1	7	4	5	China
ICARDA_G1097	2	1	2	4	6	7	7	1	7	4	5	Egypt
ICARDA_G1101	2	1	2	4	6	7	7	1	7	4	5	Iran
ICARDA_G1105	1	2	1	5	5	4	5	5	2	7	2	Australia
ICARDA_G1107	2	1	2	2	1	2	4	8	6	10	7	Canada
ICARDA_G1108	2	1	2	2	1	6	3	6	10	2	9	India
ICARDA_G1109	2	1	2	2	1	6	3	6	10	2	9	United States
ICARDA_G1110	2	1	2	2	1	6	3	6	10	2	9	South Africa
ICARDA_G1111	2	1	2	2	1	6	3	6	10	2	9	China
ICARDA_G1114	2	1	2	4	6	7	7	1	7	4	5	Russia
ICARDA_G1115	2	1	2	4	6	7	7	1	7	4	5	Russia
ICARDA_G1120	2	1	2	4	6	2	4	8	6	11	7	Canada
ICARDA_G1124	2	1	2	4	6	2	4	8	6	11	7	Brazil
ICARDA_G1127	2	1	2	4	6	7	7	1	7	4	5	United States
ICARDA_G1133	2	1	2	4	6	2	4	8	6	11	7	China
ICARDA_G1145	2	1	2	3	6	2	4	8	6	11	7	Australia
ICARDA_G1147	1	2	4	3	2	3	8	3	5	1	1	Russia
ICARDA_G1150	1	2	4	3	2	3	8	3	5	1	1	India
ICARDA_G1151	1	2	4	3	2	3	8	3	5	1	1	Australia
ICARDA_G1153	1	2	4	3	2	3	8	3	5	1	1	Egypt
ICARDA_G1160	2	1	2	4	6	7	7	1	7	4	5	China
ICARDA_G1161	2	1	2	4	6	7	7	1	7	4	5	Egypt
ICARDA_G1162	2	1	2	4	6	2	4	8	6	11	7	South Africa
ICARDA_G1165	2	1	2	4	6	7	7	1	7	4	5	Germany
ICARDA_G1173	2	1	2	4	6	7	7	1	7	4	5	United Kingdom
ICARDA_G1175	2	1	2	4	6	7	7	1	7	4	5	Australia
ICARDA_G1178	2	1	2	4	6	7	7	1	7	4	5	Mexico
ICARDA_G1183	2	1	2	4	6	2	4	8	6	11	7	India
ICARDA_G1188	1	2	1	5	5	4	6	4	3	5	6	Brazil
ICARDA_G1189	1	2	1	5	5	4	6	4	3	5	6	Mexico
ICARDA_G1192	1	2	1	5	5	4	6	4	3	5	6	Russia
ICARDA_G1199	1	2	1	5	5	4	6	4	3	5	6	United States
ICARDA_G1206	2	1	2	4	6	7	7	1	4	10	11	China
ICARDA_G1207	2	1	2	2	1	6	3	6	4	10	11	India
ICARDA_G1208	2	1	2	2	1	6	3	6	10	10	9	Brazil
ICARDA_G1209	2	1	2	2	1	6	3	6	10	10	9	China
ICARDA_G1212	2	1	2	4	6	7	7	1	7	10	11	Argentina
ICARDA_G1215	2	1	2	2	1	6	3	6	10	2	9	Argentina
ICARDA_G1216	2	1	2	4	6	7	7	1	7	4	5	China
ICARDA_G1217	2	1	2	4	6	2	4	8	6	11	7	Mexico
ICARDA_G1218	2	1	2	4	6	2	4	8	6	11	7	Australia
ICARDA_G1224	1	2	4	3	2	4	5	3	2	7	2	Egypt
ICARDA_G1225	1	2	1	5	5	4	5	5	2	7	2	Brazil
ICARDA_G1231	1	2	4	3	2	3	8	3	5	1	1	Iran
ICARDA_G1232	1	2	1	5	4	1	1	9	9	8	4	Mexico
ICARDA_G1233	1	2	1	5	4	1	1	9	9	8	4	Russia
ICARDA_G1234	1	2	4	3	2	3	1	3	5	1	4	India
ICARDA_G1241	1	2	1	5	5	4	8	3	5	1	1	United Kingdom
ICARDA_G1243	1	2	4	3	2	3	8	3	5	1	1	India
ICARDA_G1246	1	2	4	3	2	3	8	3	5	1	1	Germany
ICARDA_G1247	1	2	4	3	2	3	8	3	5	1	1	Germany
ICARDA_G1249	1	2	4	3	2	3	8	3	5	1	1	Russia
ICARDA_G1253	2	1	2	4	6	7	7	1	4	10	11	Egypt
ICARDA_G1257	1	2	4	3	2	3	8	3	5	10	1	Canada
ICARDA_G1258	2	1	2	4	6	3	8	1	4	10	11	Russia
ICARDA_G1260	2	1	2	4	6	7	7	1	4	10	11	Canada
ICARDA_G1262	1	2	4	3	2	3	8	3	5	1	1	Mexico
ICARDA_G1264	1	2	4	3	2	3	8	3	5	1	1	Australia
ICARDA_G1267	2	1	2	4	1	2	4	8	6	11	7	Germany
ICARDA_G1272	1	2	4	3	2	3	8	3	5	1	1	South Africa
ICARDA_G1274	1	2	1	5	4	1	1	9	9	8	4	Germany
ICARDA_G1275	1	2	1	5	4	1	1	9	9	8	4	China
ICARDA_G1276	1	2	4	3	2	3	8	3	5	1	1	France
ICARDA_G1281	1	3	3	1	3	5	2	2	8	9	10	Iran
ICARDA_G1283	1	2	4	3	2	3	8	3	5	1	1	France
ICARDA_G1285	1	2	1	5	4	1	1	9	9	8	4	Canada
ICARDA_G1288	1	2	4	3	2	3	8	3	5	1	1	Turkey
ICARDA_G1292	1	3	3	1	3	5	2	2	8	9	10	United States
ICARDA_G1294	1	3	3	1	3	5	2	2	8	9	10	Canada
ICARDA_G1296	2	1	2	2	1	6	3	6	10	2	9	United Kingdom
ICARDA_G1299	1	2	1	5	4	1	1	9	9	8	4	Brazil
ICARDA_G1301	1	2	1	5	5	4	5	7	1	6	3	Australia
ICARDA_G1305	1	2	1	5	5	4	5	5	2	7	2	Turkey
ICARDA_G1306	1	2	1	5	5	4	5	5	2	7	2	United Kingdom
ICARDA_G1308	1	2	1	5	4	1	1	9	9	8	12	China
ICARDA_G1311	2	1	2	2	1	6	3	6	10	2	9	India
ICARDA_G1312	2	1	2	4	5	2	4	8	6	11	7	Iran
ICARDA_G1319	1	2	1	5	5	4	6	4	3	5	6	South Africa
ICARDA_G1320	1	2	1	5	4	1	1	9	9	8	4	Mexico
ICARDA_G1321	1	2	1	5	5	4	6	4	3	5	6	Brazil
ICARDA_G1325	1	2	1	5	5	4	5	7	1	6	3	Russia
ICARDA_G1326	1	2	1	5	5	4	5	7	1	6	3	Australia
ICARDA_G1330	2	1	2	2	1	2	4	7	1	6	3	France
ICARDA_G1331	2	1	2	2	1	6	3	6	10	2	9	Australia
ICARDA_G1337	2	1	2	5	5	4	4	8	2	7	2	Australia
ICARDA_G1340	1	2	1	5	5	4	5	5	2	7	2	Germany
ICARDA_G1345	1	2	1	5	4	1	1	9	9	8	4	Canada
ICARDA_G1350	1	2	1	5	4	1	1	9	9	8	4	United Kingdom
ICARDA_G1361	1	2	4	3	2	3	8	5	5	1	1	Brazil
ICARDA_G1362	2	1	2	2	1	2	4	7	1	6	3	Mexico
ICARDA_G1365	1	2	1	5	5	4	5	5	2	7	2	France
ICARDA_G1366	1	2	4	3	2	3	8	3	5	1	1	Germany
ICARDA_G1367	2	1	2	2	5	4	5	5	4	3	11	Germany
ICARDA_G1368	1	2	4	3	2	3	8	3	5	1	1	Canada
ICARDA_G1370	2	1	2	2	1	6	3	6	10	2	9	Egypt
ICARDA_G1371	1	2	4	3	2	3	8	3	5	1	1	Iran
ICARDA_G1375	1	2	1	5	4	1	1	9	9	8	4	India
ICARDA_G1377	1	2	1	5	5	4	5	5	2	7	11	France
ICARDA_G1379	1	2	4	3	2	3	8	3	5	1	1	Egypt
ICARDA_G1382	1	2	4	3	2	3	8	3	5	1	1	South Africa
ICARDA_G1383	1	2	1	5	4	1	1	9	9	8	4	Turkey
ICARDA_G1384	1	2	4	3	2	3	8	3	5	1	1	Russia
ICARDA_G1389	1	2	4	3	2	3	8	3	5	1	1	South Africa
ICARDA_G1390	1	2	4	3	2	3	8	3	5	1	1	Argentina
ICARDA_G1391	1	2	4	3	2	3	8	3	5	1	1	France
ICARDA_G1392	1	2	1	5	5	4	5	7	1	6	3	Turkey
ICARDA_G1397	2	1	2	2	1	6	3	6	10	2	9	Argentina
ICARDA_G1403	2	1	2	2	1	6	3	6	10	2	9	Australia
ICARDA_G1404	1	2	1	5	4	1	1	9	9	8	4	Canada
ICARDA_G1405	2	1	2	2	1	6	3	6	10	2	9	Australia
ICARDA_G1409	1	3	3	1	3	5	2	2	8	9	10	France
ICARDA_G1413	1	3	3	1	3	5	2	2	8	9	10	Brazil
ICARDA_G1414	1	3	3	1	3	5	2	2	8	9	10	Australia
ICARDA_G1415	1	2	4	3	2	3	8	3	5	1	1	Turkey
ICARDA_G1416	1	3	3	1	3	5	2	2	8	9	10	France
ICARDA_G1417	1	3	3	1	3	5	2	2	8	9	10	South Africa
ICARDA_G1418	1	3	3	1	3	5	2	2	8	9	10	Turkey
ICARDA_G1420	1	3	3	1	3	5	2	2	8	9	10	United Kingdom
ICARDA_G1421	1	3	3	1	3	5	2	2	8	9	10	India
ICARDA_G1427	1	2	1	5	4	1	1	9	9	8	4	Germany
ICARDA_G1431	1	2	1	5	5	4	5	5	2	7	2	Australia
ICARDA_G1432	1	2	1	5	5	4	6	4	3	5	6	Australia
ICARDA_G1433	1	2	1	5	5	4	6	4	3	5	6	Brazil
ICARDA_G1436	1	2	4	3	2	3	8	3	5	1	1	Germany
ICARDA_G1438	1	2	1	5	4	1	1	9	9	8	4	Australia
ICARDA_G1439	1	2	1	5	5	4	5	5	2	7	2	Canada
ICARDA_G1441	1	2	1	5	5	4	6	4	3	5	6	Iran
ICARDA_G1445	1	2	1	5	5	4	6	4	3	5	6	Turkey
ICARDA_G1446	1	2	1	5	5	4	5	5	2	7	2	Brazil
ICARDA_G1448	1	3	3	1	3	5	2	2	8	9	10	China
ICARDA_G1449	1	2	1	5	4	1	1	9	9	8	12	Germany
ICARDA_G1454	1	2	4	3	2	3	8	3	5	1	1	Brazil
ICARDA_G1455	1	2	4	3	2	3	8	3	5	1	1	Brazil
ICARDA_G1456	1	2	4	3	2	3	8	3	5	1	1	Brazil
ICARDA_G1460	1	2	1	5	4	1	1	9	9	8	4	India
ICARDA_G1461	1	2	1	5	4	1	1	9	9	8	12	United Kingdom
ICARDA_G1462	2	1	2	2	1	6	3	6	10	2	9	United States
ICARDA_G1465	1	2	1	5	4	2	4	8	6	11	12	Turkey
ICARDA_G1468	1	2	1	5	4	1	6	4	3	5	6	India
